"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2000,"Separado(a)",64,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Metodista, não sabe qual",1
2000,"Divorciado(a)",26,"Branca","US$ 25000 ou mais","Independente","Protestante","Batista, não sabe qual",NA
2000,"Viúvo(a)",72,"Branca","Não se aplica","Não fortemente democrata","Protestante","Metodista, não sabe qual",3
2000,"Casado(a)",58,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",NA
2000,"Separado(a)",45,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",8
2000,"Viúvo(a)",49,"Branca","Se negou a responder","Independente","Católica","Não se aplica",NA
2000,"Casado(a)",47,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",3
2000,"Nunca casou",19,"Branca","Sem resposta","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Nunca casou",37,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",1
2000,"Casado(a)",24,"Negra","Não se aplica","Outro partido","Protestante","Sem denominação",6
2000,"Casado(a)",43,"Negra","US$ 25000 ou mais","Outro partido","Protestante","Associação batista estadounidense",4
2000,"Nunca casou",29,"Branca","US$ 25000 ou mais","Independente","Protestante","Igreja metodista unida",2
2000,"Nunca casou",26,"Outra","US$ 10000 - 14999","Não fortemente democrata","Nenhuma","Não se aplica",2
2000,"Nunca casou",24,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2000,"Divorciado(a)",38,"Negra","US$ 15000 - 19999","Independente, inclinação democrata","Nenhuma","Não se aplica",5
2000,"Viúvo(a)",60,"Negra","Não sabe","Fortemente democrata","Protestante","Batista, não sabe qual",4
2000,"Separado(a)",48,"Negra","Não se aplica","Fortemente democrata","Protestante","Igrejas batistas dos EUA",NA
2000,"Divorciado(a)",61,"Negra","Não se aplica","Fortemente democrata","Protestante","Outra",3
2000,"Viúvo(a)",59,"Negra","Não se aplica","Fortemente democrata","Protestante","Batista, não sabe qual",6
2000,"Nunca casou",59,"Negra","Não se aplica","Fortemente democrata","Protestante","Igreja africana metodista episcopal",NA
2000,"Nunca casou",31,"Negra","Não se aplica","Não fortemente repubicano","Protestante","Igreja africana metodista episcopal",6
2000,"Nunca casou",34,"Negra","US$ 5000 - 5999","Independente, inclinação democrata","Protestante","Igrejas batistas dos EUA",1
2000,"Casado(a)",NA,"Negra","Se negou a responder","Independente","Protestante","Sem denominação",1
2000,"Casado(a)",32,"Negra","US$ 10000 - 14999","Independente","Católica","Não se aplica",4
2000,"Nunca casou",18,"Negra","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Nunca casou",32,"Negra","US$ 15000 - 19999","Fortemente democrata","Protestante","Batistas do sul",NA
2000,"Nunca casou",42,"Negra","Se negou a responder","Independente","Protestante","Batista, não sabe qual",6
2000,"Divorciado(a)",38,"Negra","Se negou a responder","Independente, inclinação democrata","Protestante","Batistas do sul",NA
2000,"Nunca casou",25,"Negra","US$ 7000 - 7999","Não fortemente democrata","Protestante","Batista, não sabe qual",NA
2000,"Divorciado(a)",54,"Negra","US$ 8000 - 9999","Não fortemente democrata","Protestante","Batistas do sul",6
2000,"Casado(a)",47,"Negra","Menos de US$ 1000","Não fortemente democrata","Protestante","Igreja luterana americana",10
2000,"Nunca casou",31,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batista, não sabe qual",1
2000,"Separado(a)",40,"Negra","Se negou a responder","Independente","Católica","Não se aplica",3
2000,"Separado(a)",60,"Negra","US$ 15000 - 19999","Fortemente democrata","Protestante","Igrejas batistas dos EUA",8
2000,"Nunca casou",34,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja luterana americana",NA
2000,"Casado(a)",36,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",NA
2000,"Nunca casou",43,"Negra","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",2
2000,"Divorciado(a)",28,"Negra","US$ 15000 - 19999","Fortemente democrata","Protestante","Associação batista estadounidense",NA
2000,"Nunca casou",34,"Negra","US$ 10000 - 14999","Não fortemente democrata","Nenhuma","Não se aplica",0
2000,"Nunca casou",44,"Negra","US$ 15000 - 19999","Fortemente democrata","Protestante","Batistas do sul",5
2000,"Nunca casou",22,"Negra","Sem resposta","Fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Nunca casou",24,"Negra","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",7
2000,"Divorciado(a)",31,"Negra","US$ 3000 - 3999","Independente","Nenhuma","Não se aplica",3
2000,"Divorciado(a)",45,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",3
2000,"Casado(a)",71,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2000,"Casado(a)",65,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",2
2000,"Casado(a)",40,"Branca","Não se aplica","Não fortemente democrata","Protestante","Evangélica luterana",NA
2000,"Casado(a)",59,"Branca","US$ 25000 ou mais","Outro partido","Nenhuma","Não se aplica",1
2000,"Casado(a)",38,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Divorciado(a)",73,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sem denominação",NA
2000,"Casado(a)",31,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Casado(a)",44,"Branca","US$ 6000 - 6999","Independente, inclinação republicana","Protestante","Igreja Presbiteriana dos EUA",NA
2000,"Casado(a)",34,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Igreja Presbiteriana dos EUA",3
2000,"Nunca casou",26,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Outra",0
2000,"Casado(a)",38,"Negra","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outras batistas",2
2000,"Nunca casou",29,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Nenhuma","Não se aplica",3
2000,"Nunca casou",36,"Outra","US$ 25000 ou mais","Independente, inclinação democrata","Muçulmana/Islã","Não se aplica",1
2000,"Casado(a)",32,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Casado(a)",26,"Branca","US$ 5000 - 5999","Independente, inclinação democrata","Protestante","Evangélica luterana",3
2000,"Casado(a)",47,"Branca","US$ 25000 ou mais","Independente","Cristã ortodoxa","Não se aplica",1
2000,"Divorciado(a)",37,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Nunca casou",29,"Branca","US$ 25000 ou mais","Fortemente democrata","Judaísmo","Não se aplica",NA
2000,"Nunca casou",37,"Outra","US$ 25000 ou mais","Independente, inclinação republicana","Budismo","Não se aplica",NA
2000,"Casado(a)",35,"Branca","Se negou a responder","Fortemente republicano","Protestante","Outra",0
2000,"Casado(a)",68,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja metodista unida",3
2000,"Casado(a)",26,"Branca","US$ 25000 ou mais","Independente","Protestante","Igreja metodista unida",1
2000,"Nunca casou",84,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Nunca casou",23,"Outra","US$ 20000 - 24999","Não fortemente repubicano","Católica","Não se aplica",2
2000,"Nunca casou",22,"Branca","US$ 15000 - 19999","Fortemente democrata","Protestante","Outra",6
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Fortemente republicano","Católica","Não se aplica",NA
2000,"Viúvo(a)",53,"Branca","US$ 25000 ou mais","Independente","Protestante","Igreja luterana dos EUA",1
2000,"Casado(a)",43,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",3
2000,"Casado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Evangélica luterana",NA
2000,"Viúvo(a)",74,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",1
2000,"Casado(a)",47,"Branca","US$ 6000 - 6999","Fortemente republicano","Protestante","Outras batistas",1
2000,"Casado(a)",37,"Branca","US$ 25000 ou mais","Independente","Católica","Não se aplica",2
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",2
2000,"Nunca casou",18,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Nunca casou",22,"Branca","US$ 10000 - 14999","Independente","Outra","Não se aplica",12
2000,"Casado(a)",51,"Branca","US$ 25000 ou mais","Outro partido","Nenhuma","Não se aplica",NA
2000,"Casado(a)",30,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",NA
2000,"Casado(a)",59,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",1
2000,"Casado(a)",52,"Branca","US$ 20000 - 24999","Independente","Protestante","Sínodo evangélico luterano de Wisconsin",NA
2000,"Casado(a)",58,"Branca","US$ 3000 - 3999","Independente","Nenhuma","Não se aplica",8
2000,"Nunca casou",40,"Branca","US$ 25000 ou mais","Independente","Judaísmo","Não se aplica",2
2000,"Casado(a)",63,"Branca","Se negou a responder","Fortemente republicano","Protestante","Igreja metodista unida",2
2000,"Casado(a)",56,"Branca","Se negou a responder","Independente, inclinação republicana","Protestante","Igreja metodista unida",NA
2000,"Nunca casou",25,"Branca","US$ 6000 - 6999","Independente, inclinação republicana","Católica","Não se aplica",0
2000,"Nunca casou",28,"Negra","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outra",NA
2000,"Viúvo(a)",67,"Branca","Sem resposta","Fortemente republicano","Católica","Não se aplica",8
2000,"Casado(a)",37,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",3
2000,"Casado(a)",72,"Outra","Não se aplica","Independente, inclinação democrata","Protestante","Luterana, não sabe qual",NA
2000,"Casado(a)",54,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Católica","Não se aplica",4
2000,"Nunca casou",19,"Branca","Não sabe","Independente","Protestante","Outra presbiteriana",7
2000,"Casado(a)",44,"Outra","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",8
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja luterana americana",2
2000,"Nunca casou",19,"Branca","US$ 3000 - 3999","Independente","Católica","Não se aplica",NA
2000,"Casado(a)",43,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Evangélica luterana",NA
2000,"Divorciado(a)",59,"Branca","US$ 25000 ou mais","Independente","Protestante","Metodista, não sabe qual",1
2000,"Casado(a)",52,"Branca","US$ 25000 ou mais","Independente","Protestante","Associação batista estadounidense",2
2000,"Casado(a)",40,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Cristã ortodoxa","Não se aplica",NA
2000,"Separado(a)",51,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",12
2000,"Nunca casou",50,"Branca","US$ 25000 ou mais","Não fortemente democrata","Judaísmo","Não se aplica",NA
2000,"Nunca casou",45,"Branca","Se negou a responder","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Casado(a)",36,"Branca","US$ 25000 ou mais","Fortemente democrata","Judaísmo","Não se aplica",1
2000,"Casado(a)",45,"Branca","US$ 25000 ou mais","Independente","Protestante","Outra presbiteriana",2
2000,"Divorciado(a)",71,"Branca","US$ 25000 ou mais","Não fortemente democrata","Judaísmo","Não se aplica",NA
2000,"Casado(a)",58,"Negra","US$ 25000 ou mais","Não fortemente democrata","Protestante","Igreja africana metodista episcopal",4
2000,"Casado(a)",31,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Cristã","Não se aplica",NA
2000,"Nunca casou",25,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2000,"Nunca casou",34,"Outra","US$ 15000 - 19999","Não fortemente democrata","Católica","Não se aplica",2
2000,"Nunca casou",48,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",3
2000,"Nunca casou",26,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Católica","Não se aplica",NA
2000,"Divorciado(a)",35,"Branca","US$ 25000 ou mais","Outro partido","Nenhuma","Não se aplica",1
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Fortemente democrata","Cristã","Não se aplica",3
2000,"Casado(a)",52,"Negra","US$ 20000 - 24999","Independente","Nenhuma","Não se aplica",1
2000,"Divorciado(a)",27,"Branca","US$ 25000 ou mais","Outro partido","Nenhuma","Não se aplica",2
2000,"Nunca casou",44,"Branca","Não se aplica","Fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Nunca casou",38,"Negra","US$ 25000 ou mais","Fortemente democrata","Protestante","Batista, não sabe qual",1
2000,"Casado(a)",75,"Outra","Não se aplica","Independente, inclinação democrata","Católica","Não se aplica",4
2000,"Nunca casou",42,"Outra","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Viúvo(a)",89,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Evangélica luterana",3
2000,"Casado(a)",52,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Sem resposta",2
2000,"Casado(a)",74,"Branca","Não se aplica","Não fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Divorciado(a)",61,"Branca","Não se aplica","Fortemente republicano","Nenhuma","Não se aplica",NA
2000,"Casado(a)",76,"Branca","Não se aplica","Fortemente republicano","Protestante","Sem denominação",5
2000,"Casado(a)",50,"Outra","US$ 25000 ou mais","Não fortemente democrata","Protestante","União presbiteriana de igrejas",1
2000,"Separado(a)",44,"Branca","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Casado(a)",38,"Branca","US$ 25000 ou mais","Independente","Cristã ortodoxa","Não se aplica",NA
2000,"Casado(a)",53,"Outra","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Casado(a)",71,"Branca","Se negou a responder","Não fortemente democrata","Judaísmo","Não se aplica",NA
2000,"Viúvo(a)",73,"Branca","Não se aplica","Independente","Católica","Não se aplica",NA
2000,"Divorciado(a)",43,"Branca","Não se aplica","Independente","Judaísmo","Não se aplica",1
2000,"Casado(a)",36,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Casado(a)",40,"Branca","Não se aplica","Fortemente democrata","Judaísmo","Não se aplica",2
2000,"Casado(a)",42,"Branca","Se negou a responder","Não fortemente repubicano","Nenhuma","Não se aplica",4
2000,"Divorciado(a)",68,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Casado(a)",45,"Branca","US$ 25000 ou mais","Fortemente democrata","Nenhuma","Não se aplica",12
2000,"Divorciado(a)",34,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",NA
2000,"Nunca casou",26,"Branca","US$ 8000 - 9999","Não fortemente democrata","Protestante","Outra",5
2000,"Casado(a)",49,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",2
2000,"Casado(a)",59,"Branca","US$ 15000 - 19999","Independente","Protestante","Associação batista estadounidense",NA
2000,"Nunca casou",45,"Branca","Não se aplica","Não fortemente democrata","Judaísmo","Não se aplica",NA
2000,"Separado(a)",77,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",NA
2000,"Separado(a)",56,"Negra","Não se aplica","Não fortemente democrata","Protestante","Batista, não sabe qual",NA
2000,"Nunca casou",48,"Negra","Não se aplica","Independente, inclinação democrata","Nenhuma","Não se aplica",1
2000,"Divorciado(a)",57,"Branca","Não se aplica","Independente","Protestante","Batistas do sul",12
